Time,TotalPrivateBytes,TimeWorkingSet
15:20:58,1803173888,3765977088
15:21:03,1803714560,3766743040
15:21:08,1801228288,3765477376
15:21:13,1804087296,3768430592
15:21:18,1801445376,3757830144
15:21:23,1801420800,3758272512
15:21:28,1801265152,3758465024
15:21:33,1773797376,3704856576
15:21:38,1774063616,3705004032
15:21:43,1773690880,3704758272
15:21:48,1773170688,3702173696
15:21:53,1772695552,3701903360
15:21:58,1771302912,3701100544
15:22:03,1772507136,3701641216
15:22:08,1772486656,3701760000
15:22:13,1770594304,3698143232
15:22:18,1769340928,3697704960
15:22:23,1771790336,3701522432
15:22:28,1771872256,3698851840
15:22:33,1768996864,3684032512
15:22:38,1767890944,3683381248
15:22:43,1768484864,3683340288
15:22:48,1768800256,3680133120
15:22:53,1768857600,3680210944
15:22:58,1769160704,3680514048
15:23:03,1768095744,3680038912
15:23:08,1769279488,3677478912
15:23:13,1769320448,3677888512
15:23:18,1768747008,3673993216
15:23:23,1768407040,3673628672
